ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
1,Flour - Whole Wheat,74.2988,3,Medium,2018-02-16 08:21:49.190,Durable,Unknown,0
2,Cookie Chocolate Chip With,91.2329,3,Medium,2017-02-12 11:39:10.970,Unknown,Unknown,0
3,Onions - Cippolini,9.1379,9,Medium,2018-03-15 08:11:51.560,Weak,False,111.0
4,"Sauce - Gravy, Au Jus, Mix",54.3055,9,Medium,2017-07-16 00:46:28.880,Durable,Unknown,0
5,Artichokes - Jerusalem,65.4771,2,Low,2017-08-16 14:13:35.430,Durable,True,27.0
6,Wine - Magnotta - Cab Sauv,79.7184,8,High,2017-05-25 15:08:39.690,Unknown,Unknown,0
7,Table Cloth - 53x69 Colour,31.837,9,Medium,2017-02-24 15:14:30.050,Durable,False,0
8,Halibut - Steaks,89.8573,5,Medium,2018-03-24 05:21:21.890,Unknown,True,108.0
9,Rabbit - Whole,84.4219,11,Medium,2017-06-17 12:12:04.670,Durable,Unknown,0
10,Scampi Tail,95.0957,4,Low,2017-07-30 10:11:45.990,Weak,True,105.0
11,Garbage Bags - Clear,6.2949,9,Low,2017-01-05 21:02:21.330,Durable,True,67.0
12,Ezy Change Mophandle,49.3356,4,Medium,2017-11-01 09:49:59.030,Durable,True,0
13,"Water, Tap",28.2232,11,Low,2017-01-16 19:49:10.930,Durable,False,69.0
14,Beef - Top Sirloin,3.3324,7,Medium,2017-02-26 11:40:47.850,Durable,True,0
15,"Spoon - Soup, Plastic",32.442,1,Low,2017-03-03 09:47:09.310,Weak,True,0
16,Kellogs Special K Cereal,54.7246,2,Low,2017-01-23 09:25:47.110,Durable,True,0
17,"Wine - White, Mosel Gold",43.9182,10,Medium,2017-03-01 14:03:04.920,Unknown,Unknown,0
18,"Lamb - Whole, Fresh",23.3966,10,Medium,2017-12-19 16:45:04.730,Unknown,False,0
19,Tea - Earl Grey,22.5614,3,Medium,2017-06-14 22:39:53.340,Weak,True,94.0
20,Chocolate - Feathers,85.9011,3,Low,2017-07-21 11:13:57.550,Durable,True,0
21,Kiwi,46.7252,7,High,2018-05-09 08:59:46.150,Durable,Unknown,0
22,Rice - Jasmine Sented,27.8955,6,Medium,2017-05-09 14:08:23.630,Weak,Unknown,48.0
23,Crab - Imitation Flakes,79.0184,11,Medium,2017-08-19 07:18:29.890,Durable,True,0
24,"Beer - Alexander Kieths, Pale Ale",89.037,3,Medium,2017-05-23 03:36:02.420,Durable,True,65.0
25,Soupcontfoam16oz 116con,80.7666,10,High,2017-04-09 15:30:41.250,Durable,True,0
26,Squid U5 - Thailand,33.7821,11,Medium,2018-03-26 19:31:26.970,Weak,False,10.0
27,Chocolate - Compound Coating,17.1724,1,Medium,2017-10-29 17:27:27.280,Unknown,Unknown,86.0
28,Sobe - Tropical Energy,12.3153,9,High,2017-10-25 04:23:48.230,Durable,True,0
29,Spinach - Baby,33.5883,7,Low,2017-08-06 17:21:24.000,Durable,True,50.0
30,"Cheese - Brie, Triple Creme",67.899,6,Low,2018-03-21 19:28:46.740,Weak,Unknown,72.0
31,Yeast Dry - Fermipan,73.9851,2,Medium,2017-04-17 23:33:06.110,Durable,False,0
32,Lettuce - Treviso,96.4127,3,High,2017-01-09 18:29:05.790,Durable,True,0
33,Beans - Wax,45.5551,10,Medium,2017-02-01 15:20:22.860,Weak,True,0
34,Mustard Prepared,43.3463,6,Medium,2017-09-21 16:05:20.820,Weak,Unknown,7.0
35,"Water - Mineral, Natural",15.7233,6,Low,2017-10-01 15:36:07.080,Durable,True,97.0
36,Table Cloth 54x72 White,69.2574,9,Low,2018-03-04 18:24:57.500,Durable,True,0
37,"Nut - Pistachio, Shelled",80.3171,7,Low,2017-02-27 14:01:39.130,Unknown,False,0
38,Sage - Ground,81.6579,6,High,2017-09-26 00:45:35.600,Weak,False,0
39,Dried Figs,75.2059,11,Medium,2017-08-04 21:51:44.260,Weak,False,120.0
40,Cocktail Napkin Blue,8.9372,8,Low,2017-06-28 03:05:34.400,Unknown,Unknown,0
41,"Cup - 6oz, Foam",81.721,7,Medium,2018-03-15 16:02:55.860,Unknown,True,0
42,Bread - Raisin Walnut Oval,81.0488,1,High,2018-04-01 08:39:17.290,Weak,False,0
43,Sponge Cake Mix - Chocolate,16.3983,9,High,2017-08-12 13:40:16.800,Weak,True,96.0
44,"Wine - White, Colubia Cresh",48.5981,7,High,2018-04-09 16:28:48.450,Durable,True,0
45,Beef - Ground Medium,79.5324,4,Medium,2018-03-23 17:00:00.370,Weak,True,0
46,Lambcasing,86.7915,9,High,2017-07-12 21:27:57.760,Durable,False,0
47,"Thyme - Lemon, Fresh",47.1339,9,High,2018-02-16 02:50:46.780,Weak,False,0
48,Pecan Raisin - Tarts,60.3625,7,Low,2017-11-26 03:31:03.240,Unknown,Unknown,114.0
49,Bacardi Breezer - Tropical,61.4317,8,High,2017-01-03 12:21:41.850,Durable,False,0
50,Pork - Kidney,43.2864,7,High,2018-04-21 00:02:16.210,Weak,True,0
51,Wine - Crozes Hermitage E.,81.0134,11,Medium,2017-05-16 18:38:05.230,Unknown,Unknown,0
52,"Turnip - White, Organic",55.6059,1,Low,2017-06-27 06:39:03.810,Durable,False,0
53,Cassis,92.6279,8,Medium,2018-02-16 15:42:44.950,Weak,True,0
54,"Liners - Banana, Paper",53.5592,9,Medium,2017-06-23 03:31:04.500,Weak,True,0
55,Cinnamon Buns Sticky,6.6182,3,High,2018-03-05 08:20:42.050,Unknown,False,85.0
56,Chips Potato Salt Vinegar 43g,46.4033,9,Low,2017-10-10 18:13:25.560,Weak,False,0
57,Sausage - Breakfast,12.2145,3,Low,2017-11-03 04:20:41.080,Unknown,True,103.0
58,Dc Hikiage Hira Huba,20.1009,7,Low,2017-10-24 04:35:49.140,Durable,Unknown,91.0
59,Pastry - Butterscotch Baked,73.5389,10,High,2017-04-08 09:15:47.620,Unknown,False,0
60,"Pepper - Paprika, Hungarian",31.6949,2,Medium,2017-09-29 18:42:08.470,Weak,Unknown,0
61,Sardines,62.546,8,Low,2017-12-03 21:41:12.420,Durable,False,90.0
62,Pears - Bosc,19.5217,1,Medium,2017-09-09 10:50:41.830,Unknown,Unknown,13.0
63,Cake - Mini Cheesecake,56.2689,9,Low,2017-08-18 11:59:57.890,Weak,Unknown,0
64,Vinegar - Sherry,16.5229,6,Low,2017-08-05 16:43:17.930,Unknown,True,94.0
65,Brandy - Bar,21.1106,3,High,2017-04-14 10:38:39.870,Weak,False,0
66,Pie Filling - Cherry,9.8823,7,Medium,2018-05-06 02:33:15.540,Weak,False,0
67,Wine - Sogrape Mateus Rose,3.7805,5,Low,2017-09-30 18:29:36.160,Unknown,True,108.0
68,"Beets - Candy Cane, Organic",84.8769,6,High,2017-09-04 03:43:50.120,Durable,False,72.0
69,Raspberries - Fresh,87.6092,1,Low,2017-10-04 20:04:40.780,Unknown,True,0
70,Squid - Tubes / Tenticles 10/20,63.1846,4,Low,2017-05-08 15:22:11.810,Weak,True,45.0
71,Cheese - Wine,74.4076,6,Low,2018-04-04 19:24:07.990,Durable,Unknown,0
72,Bar - Granola Trail Mix Fruit Nut,62.2603,4,High,2017-10-13 13:17:29.330,Durable,False,0
73,Appetizer - Sausage Rolls,48.1907,11,Low,2017-05-17 18:53:20.470,Weak,True,0
74,Carbonated Water - Cherry,13.6241,7,Medium,2018-04-26 19:34:18.940,Durable,False,26.0
75,Chef Hat 20cm,4.18,8,High,2017-09-14 19:11:01.690,Durable,Unknown,116.0
76,Wine - Fume Blanc Fetzer,65.6765,6,Low,2017-02-08 00:20:28.860,Durable,False,95.0
77,Potatoes - Idaho 100 Count,11.4971,9,Medium,2018-02-04 00:28:06.840,Durable,False,0
78,Wine - Magnotta - Belpaese,30.4202,4,Medium,2017-09-18 14:49:41.440,Weak,Unknown,0
79,"Pasta - Penne, Rigate, Dry",9.5045,11,High,2017-07-09 10:36:02.050,Weak,False,104.0
80,Wasabi Powder,93.9752,2,High,2018-02-04 18:02:43.490,Weak,True,0
81,Cookies - Assorted,86.6483,2,Medium,2017-02-08 16:40:40.180,Unknown,Unknown,0
82,Jolt Cola - Electric Blue,56.8099,5,Low,2018-04-12 13:56:24.050,Unknown,Unknown,63.0
83,Lamb - Ground,50.8837,1,High,2017-10-22 16:02:06.370,Durable,Unknown,116.0
84,Peas - Frozen,90.3019,1,Medium,2017-08-25 17:19:07.790,Durable,False,0
85,Cheese - Parmesan Cubes,86.8857,7,High,2017-11-06 00:50:41.510,Durable,Unknown,0
86,Longos - Grilled Chicken With,18.3791,2,Low,2018-02-28 16:54:02.310,Weak,False,0
87,Wine - Pinot Noir Latour,3.7847,7,Low,2017-04-02 02:46:20.850,Unknown,False,0
88,Remy Red,91.996,2,Low,2017-12-19 11:49:18.370,Durable,Unknown,0
89,"Beef - Ground, Extra Lean, Fresh",36.7281,3,Medium,2017-11-26 07:44:38.770,Weak,True,0
90,Flavouring - Orange,69.32,9,High,2018-04-30 21:22:41.530,Unknown,True,37.0
91,General Purpose Trigger,57.0429,6,High,2017-05-02 14:04:16.410,Durable,True,97.0
92,"Wine - Red, Colio Cabernet",60.2161,1,Low,2017-09-13 09:25:50.000,Weak,Unknown,0
93,Bandage - Fexible 1x3,8.119,8,Low,2017-06-20 15:29:47.970,Durable,False,11.0
94,V8 - Berry Blend,43.5109,9,High,2018-03-15 03:09:35.790,Weak,Unknown,108.0
95,Beans - Kidney White,46.3913,1,High,2017-12-02 05:24:21.990,Unknown,Unknown,0
96,Cheese - Bocconcini,62.1993,7,High,2017-07-07 05:12:14.030,Unknown,False,0
97,Veal - Inside,24.7798,4,Medium,2017-08-14 20:39:19.390,Weak,True,0
98,Shrimp - 31/40,99.8755,3,High,2017-01-07 20:56:58.860,Weak,False,0
99,Mustard - Seed,27.4874,5,Low,2017-12-27 05:50:08.570,Weak,True,0
100,"Pork - Loin, Bone - In",69.6501,9,Low,2018-03-27 14:26:44.840,Durable,Unknown,7.0
101,"Soup - Campbells, Lentil",83.011,4,Medium,2018-02-19 02:58:21.610,Durable,Unknown,99.0
102,"Rosemary - Primerba, Paste",62.257,4,High,2017-06-14 23:06:56.660,Unknown,False,0
103,Cream Of Tartar,72.7534,7,Low,2017-02-22 07:26:22.460,Unknown,Unknown,0
104,Tia Maria,98.2471,5,High,2018-01-04 20:59:30.040,Unknown,False,0
105,Ecolab - Mikroklene 4/4 L,68.8789,1,Medium,2017-01-17 04:38:08.220,Durable,True,0
106,Pickerel - Fillets,18.753,7,High,2017-12-11 05:20:35.910,Weak,False,19.0
107,Bread - French Baquette,7.4151,1,High,2017-02-10 11:45:43.340,Weak,False,0
108,Pasta - Orecchiette,79.0038,1,High,2018-03-01 20:08:26.010,Weak,True,0
109,Muffin - Zero Transfat,49.3791,1,Medium,2018-02-15 08:20:02.820,Durable,False,0
110,Black Currants,40.9417,9,High,2018-01-26 08:00:13.180,Durable,Unknown,48.0
111,Scallops 60/80 Iqf,34.9061,11,Medium,2018-01-13 17:45:18.720,Durable,Unknown,0
112,Browning Caramel Glace,81.7943,10,High,2017-02-15 13:30:59.640,Weak,Unknown,0
113,Ocean Spray - Kiwi Strawberry,10.5964,7,Low,2017-04-17 17:59:47.080,Unknown,False,106.0
114,Veal - Osso Bucco,79.5638,8,High,2017-07-11 15:13:04.140,Weak,True,93.0
115,Ocean Spray - Ruby Red,45.0466,11,Low,2017-08-22 02:01:28.280,Weak,False,0
116,Steam Pan - Half Size Deep,5.736,3,Low,2017-12-31 07:44:48.370,Weak,True,104.0
117,Ketchup - Tomato,68.638,11,High,2018-03-27 18:48:35.460,Weak,Unknown,0
118,Garbag Bags - Black,65.967,9,High,2018-05-02 18:40:50.110,Weak,Unknown,0
119,Soup Campbells - Italian Wedding,29.6372,11,Medium,2018-02-06 15:52:36.430,Unknown,False,0
120,Water - Spring Water 500ml,2.7314,2,Medium,2017-06-23 17:44:37.560,Durable,Unknown,94.0
121,Muffin Batt - Blueberry Passion,6.0976,11,Low,2018-02-03 23:46:54.680,Durable,Unknown,0
122,Table Cloth 62x114 White,11.7845,4,High,2018-02-19 06:40:17.800,Weak,False,0
123,Oil - Shortening - All - Purpose,48.1487,4,Low,2018-02-15 19:59:11.350,Unknown,Unknown,0
124,Macaroons - Two Bite Choc,18.2891,4,Low,2017-10-13 22:41:59.260,Unknown,True,81.0
125,"Nut - Chestnuts, Whole",6.1417,9,Low,2017-01-07 01:17:55.400,Weak,False,0
126,Crackers - Trio,14.1914,6,Low,2017-07-23 09:58:17.980,Unknown,Unknown,76.0
127,Island Oasis - Mango Daiquiri,54.1413,8,Medium,2017-04-25 21:47:41.350,Unknown,False,34.0
128,Coffee - Irish Cream,4.6797,2,Medium,2017-07-12 15:43:44.680,Durable,Unknown,71.0
129,Chicken - Soup Base,67.2329,7,High,2017-05-26 14:09:56.940,Durable,True,0
130,Beef Wellington,41.9808,2,Low,2017-03-11 13:58:47.650,Unknown,False,0
131,Anchovy Paste - 56 G Tube,40.8967,3,Medium,2017-11-03 03:41:09.480,Durable,False,0
132,Beer - Blue,11.6217,6,High,2018-01-28 03:31:07.970,Weak,False,24.0
133,Beef - Top Sirloin - Aaa,2.9327,11,Low,2018-01-30 08:59:32.870,Weak,Unknown,0
134,Wine - Toasted Head,39.8545,2,High,2017-08-21 20:09:17.220,Weak,True,0
135,Wiberg Super Cure,10.9641,10,Low,2018-04-25 15:04:21.890,Durable,False,61.0
136,Vol Au Vents,24.3913,10,Medium,2018-01-03 17:33:43.530,Weak,True,0
137,"Wine - White, Schroder And Schyl",84.0566,10,Low,2018-02-19 06:30:01.590,Durable,False,0
138,"Rum - Coconut, Malibu",52.6367,7,Low,2018-02-24 19:02:36.330,Durable,Unknown,0
139,Chicken - Wieners,21.423,1,High,2017-08-09 12:40:59.570,Weak,False,0
140,"Oregano - Dry, Rubbed",68.1326,11,High,2018-04-04 19:30:05.600,Durable,Unknown,16.0
141,Tea - Herbal Sweet Dreams,10.964,1,Low,2018-01-19 05:08:18.970,Durable,True,37.0
142,"Pork - Bacon, Double Smoked",24.7809,6,Medium,2017-06-10 06:37:54.840,Weak,True,0
143,Watercress,42.6169,1,Medium,2018-03-13 03:29:15.560,Unknown,True,0
144,"Placemat - Scallop, White",95.7865,5,Medium,2018-03-09 23:44:25.600,Durable,False,0
145,Wine - Chardonnay South,34.4139,9,Low,2017-04-18 03:37:22.800,Durable,Unknown,27.0
146,Bananas,75.2486,7,High,2017-03-18 00:33:16.760,Durable,False,0
147,Cheese - Mozzarella,49.6197,5,High,2017-05-29 15:26:02.910,Unknown,False,0
148,Beer - Sleemans Cream Ale,28.5553,11,Medium,2018-04-19 00:16:43.830,Durable,True,91.0
149,Zucchini - Yellow,98.4644,10,High,2017-07-25 01:08:07.500,Weak,True,0
150,Langers - Ruby Red Grapfruit,40.6552,9,High,2018-04-10 21:39:33.620,Durable,False,0
151,"Mushrooms - Black, Dried",93.5613,7,High,2017-08-19 10:23:38.570,Weak,True,0
152,"Lentils - Red, Dry",58.8128,7,Medium,2017-08-22 01:58:29.290,Unknown,Unknown,26.0
153,Arizona - Green Tea,70.2382,4,Low,2017-04-10 05:04:22.440,Weak,False,0
154,Ice Cream Bar - Drumstick,24.756,4,Medium,2017-07-06 12:05:31.010,Weak,True,0
155,"Peas - Pigeon, Dry",63.5524,9,High,2017-02-21 14:39:50.150,Weak,False,0
156,Sprouts - Alfalfa,71.2264,1,High,2018-05-09 20:18:03.820,Durable,False,0
157,"Juice - Cranberry, 341 Ml",14.1082,11,Medium,2017-09-06 03:07:45.320,Unknown,False,19.0
158,Apricots Fresh,54.4643,4,High,2017-09-18 08:44:23.210,Unknown,False,18.0
159,Eggplant - Asian,92.1053,7,Medium,2017-12-29 19:41:34.640,Durable,True,0
160,Beef Ground Medium,54.6874,7,Medium,2017-11-03 18:39:50.240,Weak,True,0
161,Longos - Chicken Wings,64.6118,10,Low,2017-08-18 07:32:54.550,Weak,Unknown,0
162,Sauce - Demi Glace,2.7353,11,Medium,2017-12-08 20:01:58.660,Weak,True,117.0
163,Tomatoes Tear Drop,11.7708,6,Low,2017-10-07 05:58:29.070,Unknown,True,116.0
164,Loquat,7.3982,11,Medium,2017-12-07 18:21:15.160,Unknown,False,0
165,Bread Crumbs - Japanese Style,0.0449,6,Low,2017-03-26 04:19:03.700,Unknown,False,0
166,Tray - 16in Rnd Blk,23.2843,5,High,2018-04-25 14:14:10.760,Durable,False,0
167,Knife Plastic - White,78.8615,11,Medium,2017-05-26 04:31:26.770,Durable,False,0
168,Milk - 2%,70.7419,6,Medium,2018-01-03 21:50:29.860,Unknown,True,29.0
169,Water - Aquafina Vitamin,68.5996,10,Medium,2017-07-26 00:08:42.260,Unknown,False,0
170,Initation Crab Meat,20.6553,1,Medium,2017-12-26 08:27:44.760,Durable,False,0
171,Gloves - Goldtouch Disposable,21.6794,5,High,2018-03-21 01:14:46.790,Durable,False,0
172,Sherry - Dry,16.0013,5,High,2017-01-31 23:45:59.130,Durable,Unknown,72.0
173,Rosemary - Dry,44.544,8,Low,2017-09-24 05:59:50.530,Durable,False,0
174,Guinea Fowl,61.5047,11,High,2018-03-13 20:22:30.840,Durable,True,0
175,Oil - Safflower,91.7675,1,Low,2017-10-12 12:36:18.600,Weak,True,52.0
176,Smirnoff Green Apple Twist,81.3167,6,High,2017-08-27 17:08:59.840,Durable,True,90.0
177,"Coconut - Shredded, Sweet",69.1677,3,Medium,2018-04-18 03:11:02.240,Weak,True,0
178,Pernod,52.3623,10,High,2018-04-17 20:14:45.760,Weak,True,0
179,Yoghurt Tubes,83.8752,6,Low,2017-06-28 19:04:36.450,Durable,Unknown,26.0
180,Chocolate - Dark,30.8932,3,Low,2018-03-01 00:44:38.640,Durable,True,27.0
181,Phyllo Dough,64.5718,1,Medium,2017-02-24 18:32:15.070,Unknown,False,0
182,Campari,25.586,9,Low,2017-05-16 21:30:57.530,Weak,False,54.0
183,Spice - Peppercorn Melange,6.2154,4,High,2018-04-27 14:35:37.180,Weak,False,0
184,Hersey Shakes,26.5776,9,Low,2017-06-24 16:30:23.320,Weak,True,0
185,Foam Dinner Plate,48.4195,6,Low,2017-11-30 03:35:09.080,Weak,Unknown,40.0
186,Muffin Mix - Blueberry,82.0839,8,Low,2017-03-15 01:42:40.190,Weak,False,0
187,"Pepper - Black, Whole",41.3835,3,Medium,2017-10-20 22:26:45.530,Durable,False,31.0
188,Cup - Translucent 7 Oz Clear,78.1768,8,High,2017-07-27 20:54:01.860,Durable,False,91.0
189,"Bread - Roll, Soft White Round",76.3021,5,High,2017-07-01 05:29:27.070,Unknown,False,16.0
190,Cake - Cake Sheet Macaroon,39.7378,9,Medium,2018-04-25 18:46:18.070,Durable,True,93.0
191,"Hickory Smoke, Liquid",10.283,10,High,2017-04-30 14:25:58.210,Weak,Unknown,0
192,"Wine - Magnotta, Merlot Sr Vqa",29.5923,7,Medium,2017-06-03 21:45:38.370,Durable,Unknown,0
193,"Veal - Inside, Choice",60.5314,11,Medium,2017-02-26 23:21:01.690,Unknown,False,19.0
194,Lettuce - Frisee,66.7357,6,Medium,2018-02-12 18:01:09.340,Unknown,False,0
195,Beets - Mini Golden,3.5208,2,Medium,2017-08-18 11:57:11.040,Durable,Unknown,70.0
196,Longos - Grilled Salmon With Bbq,8.2286,1,High,2017-02-11 09:06:20.300,Unknown,Unknown,0
197,Mussels - Cultivated,13.0101,1,Medium,2018-01-11 00:39:25.780,Unknown,True,0
198,Lime Cordial - Roses,35.2187,1,Low,2017-04-06 09:08:00.390,Durable,False,60.0
199,Pork - Hock And Feet Attached,95.7415,10,Medium,2017-12-15 19:25:21.890,Weak,Unknown,105.0
200,Garlic - Peeled,11.1295,5,Medium,2017-05-02 13:23:12.040,Weak,False,0
201,Grenadine,96.3871,8,Medium,2018-03-01 20:01:50.000,Weak,True,117.0
202,Bay Leaf,78.8778,11,Low,2017-10-02 17:35:33.050,Weak,True,0
203,"Chicken - Leg, Boneless",59.9557,1,High,2017-09-25 00:08:01.570,Weak,Unknown,29.0
204,Scallop - St. Jaques,77.809,9,Medium,2017-12-06 16:40:22.750,Durable,True,5.0
205,"Turkey - Whole, Fresh",18.9757,5,High,2017-01-21 20:24:46.830,Weak,False,32.0
206,Cocoa Butter,77.56,3,Low,2017-07-19 10:37:39.440,Unknown,Unknown,0
207,Coffee - Hazelnut Cream,14.2688,10,Medium,2018-04-06 19:58:38.760,Unknown,True,116.0
208,"Mushroom - Trumpet, Dry",8.7335,5,Medium,2017-06-06 08:41:51.600,Weak,False,15.0
209,Sugar - Fine,32.9885,3,Low,2018-01-31 23:29:12.410,Unknown,Unknown,0
210,"Cheese - Brie,danish",82.2358,3,High,2017-11-03 21:30:50.320,Unknown,Unknown,0
211,Wine - Prosecco Valdobiaddene,2.0587,9,Low,2017-01-22 17:07:01.570,Unknown,True,76.0
212,Curry Paste - Madras,61.746,2,High,2017-09-28 06:52:59.570,Weak,True,97.0
213,Pate - Cognac,70.5891,10,High,2017-03-23 13:39:46.750,Weak,True,39.0
214,French Pastry - Mini Chocolate,61.2121,5,Low,2018-03-09 18:56:56.000,Durable,Unknown,0
215,"Veal - Brisket, Provimi,bnls",90.1157,7,High,2017-09-10 00:07:35.160,Weak,Unknown,92.0
216,Scallops - 10/20,39.0257,1,Low,2017-04-04 10:01:57.020,Unknown,Unknown,0
217,Bread - Multigrain,96.52,8,Medium,2017-12-21 05:26:21.480,Durable,True,0
218,Barramundi,85.1933,8,High,2017-04-15 13:28:05.740,Weak,True,31.0
219,Assorted Desserts,58.9787,5,Low,2017-01-08 14:46:06.070,Durable,False,0
220,Meldea Green Tea Liquor,17.961,10,Low,2017-01-12 02:36:23.500,Weak,False,0
221,Bread Crumbs - Panko,81.9008,3,Low,2017-07-06 15:47:25.220,Unknown,False,0
222,"Sole - Dover, Whole, Fresh",0.6846,3,High,2018-03-08 07:37:24.910,Unknown,False,0
223,Pail With Metal Handle 16l White,94.4399,1,Medium,2017-07-06 16:21:02.790,Unknown,Unknown,0
224,Flour - Pastry,28.8618,1,High,2017-08-09 05:22:24.190,Weak,False,0
225,Wine - Charddonnay Errazuriz,10.3722,3,Medium,2017-08-28 18:01:46.550,Weak,Unknown,0
226,"Chestnuts - Whole,canned",92.0872,10,Medium,2017-10-18 03:29:08.410,Durable,True,0
